ISIN,TimePeriod,ruleid,CapitalListed,High,Interest,IssuerID,LastRate,Low,MarketCap,MaturityDate,Name,OpeningPrice,SecurityID,SecurityType,Symbol,Transactions,Turnover,Volume,bool_var,errorcode,errorlevel
IL0002490113,2024-02-04,r3,34023646.0,178.4,,249,174.8,170.1,59473.0,,SEACH MEDICAL,176.7,249011,Shares,SEMG,16.0,7.49,4287.0,True,,
IL0011096448,2024-02-04,r3,220840370.0,806.1,,1514,799.0,791.0,1764515.0,,SELLA REAL EST,805.2,1109644,Shares,SLARL,301.0,3208.69,402405.0,True,,
IL0011329278,2024-02-04,r3,138241238.0,111.83,2.75,1514,111.73,111.63,154457.0,2025-01-13,SELLA REALES B2,111.83,1132927,Bonds,SLARL.B2,72.0,154.33,138059.0,True,,
IL0011389736,2024-02-04,r3,1145092553.0,110.6,1.96,1514,110.55,110.35,1265900.0,2029-04-13,SELLA REALES B3,110.45,1138973,Bonds,SLARL.B3,125.0,859.21,777699.0,True,,
IL0011671471,2024-02-04,r3,1378298808.0,103.37,1.58,1514,103.29,103.19,1423645.0,2033-03-27,SELLA REALS B4,103.39,1167147,Bonds,SLARL.B4,77.0,810.63,785078.0,True,,
IL0011383796,2024-02-04,r3,10398547.0,800.0,,1664,782.3,769.0,81348.0,,SHAGRIR,796.8,1138379,Shares,SHGR,13.0,45.44,5833.0,True,,
IL0011762395,2024-02-04,r3,6643785.0,103.9,,1922,97.3,88.9,6464.0,,SHAMAYM,92.0,1176239,Shares,SHMM,219.0,322.01,333307.0,True,,
IL0011762478,2024-02-04,r3,1241000.0,0.0,,1922,76.9,0.0,954.0,,SHAMAYM W1,76.9,1176247, Warrant,SHMM.W1,0.0,0.0,0.0,True,,
IL0010808371,2024-02-04,r3,63057010.0,357.0,,1025,369.3,357.0,232870.0,,SHANIV,369.8,1080837,Shares,SHAN,3.0,0.08,21.0,True,,
IL0011338758,2024-02-04,r3,357292456.0,2056.0,,1633,2030.0,2021.0,7253037.0,,SHAPIR      ENG,2041.0,1133875,Shares,SPEN,421.0,3489.34,171192.0,True,,
IL0011361347,2024-02-04,r3,137434400.0,99.74,3.35,1633,99.71,99.69,137036.0,2025-10-03,SHAPIR ENG   B1,99.74,1136134,Bonds,SPEN.B1,55.0,43.23,43356.0,True,,
IL0011419517,2024-02-04,r3,500673319.0,93.45,2.62,1633,93.44,93.35,467829.0,2030-07-05,SHAPIR ENG   B2,93.37,1141951,Bonds,SPEN.B2,71.0,397.96,426054.0,True,,
IL0011784175,2024-02-04,r3,985833334.0,83.2,2.34,1633,83.01,82.92,818340.0,2037-11-30,SHAPIR ENG   B3,83.2,1178417,Bonds,SPEN.B3,93.0,698.05,840551.0,True,,
IL0006340306,2024-02-04,r3,37387855.0,2000.0,,634,1977.0,1961.0,739158.0,,SHEMEN ESTATE,2000.0,634030,Shares,SMNR,37.0,45.24,2288.0,True,,
IL0011882425,2024-02-04,r3,916776440.0,283.2,,1930,272.5,272.5,2498216.0,,SHIKN&BINUI ENE,283.2,1188242,Shares,SBEN,230.0,1864.22,673263.0,True,,
IL0011297335,2024-02-04,r3,869959501.0,114.5,4.34,1068,114.38,114.26,995060.0,2025-04-01,SHIKUN & BIN B6,114.27,1129733,Bonds,SKBN.B6,102.0,866.51,758034.0,True,,
IL0011297418,2024-02-04,r3,318041791.0,102.6,6.23,1068,102.54,102.47,326120.0,2025-04-01,SHIKUN & BIN B7,102.6,1129741,Bonds,SKBN.B7,72.0,214.16,208843.0,True,,
IL0010819428,2024-02-04,r3,546934103.0,931.9,,1068,918.7,914.7,5024684.0,,SHIKUN & BINUI,931.9,1081942,Shares,SKBN,491.0,3572.86,389021.0,True,,
IL0011751323,2024-02-04,r3,778839000.0,89.68,2.8,1068,89.49,89.13,696983.0,2030-04-30,SHIKUN BIN B10,89.68,1175132,Bonds,SKBN.B10,147.0,1437.66,1606549.0,True,,
IL0011358889,2024-02-04,r3,1472329517.0,114.78,3.9,1068,114.7,114.35,1688762.0,2029-05-01,SHIKUN BIN B8,114.87,1135888,Bonds,SKBN.B8,140.0,1663.3,1451589.0,True,,
IL0011673865,2024-02-04,r3,395412815.0,110.24,3.25,1068,109.98,109.89,434875.0,2031-03-31,SHIKUN BIN B9,110.36,1167386,Bonds,SKBN.B9,79.0,431.72,392432.0,True,,
IL0011374399,2024-02-04,r3,61580174.0,99.0,4.35,1496,98.92,98.91,60915.0,2025-01-31,SHIR SHLOMO  B3,98.86,1137439,Bonds,SLMO.B3,6.0,124.08,125433.0,True,,
IL0011576688,2024-02-04,r3,432499312.0,95.37,4.1,1496,95.18,94.95,411653.0,2030-10-31,SHIR SHLOMO  B4,95.27,1157668,Bonds,SLMO.B4,99.0,369.55,388219.0,True,,
IL0011985715,2024-02-04,r3,750000000.0,107.67,6.77,1930,107.58,107.32,806850.0,2034-06-30,SHKN & BI EN B1,107.67,1198571,Bonds,SBEN.B1,116.0,1682.04,1564159.0,True,,
IL0014102995,2024-02-04,r3,156383192.0,97.97,2.7,141,97.93,97.86,153146.0,2026-06-21,SHLOMO HOLD B17,97.94,1410299,Bonds,SHLD.B17,62.0,57.43,58649.0,True,,
IL0014103076,2024-02-04,r3,812213932.0,112.29,1.8,141,112.25,112.19,911710.0,2026-06-21,SHLOMO HOLD B18,112.27,1410307,Bonds,SHLD.B18,94.0,1095.79,976217.0,True,,
IL0011927311,2024-02-04,r3,516171106.0,98.96,4.56,141,98.93,98.91,510648.0,2031-12-21,SHLOMO HOLD B19,98.93,1192731,Bonds,SHLD.B19,68.0,243.28,245914.0,True,,
IL0011927493,2024-02-04,r3,508086579.0,101.86,2.2,141,101.64,101.51,516419.0,2031-12-21,SHLOMO HOLD B20,101.69,1192749,Bonds,SHLD.B20,73.0,147.44,145095.0,True,,
IL0011714461,2024-02-04,r3,29811000.0,100.3,4.126,1071,100.29,100.25,29897.0,2024-03-20,SHOHAM BUSI B3,100.3,1171446,Bonds,SHOM.B3,6.0,32.94,32847.0,True,,
IL0011820474,2024-02-04,r3,172577467.0,94.77,3.002,1071,94.71,94.61,163448.0,2025-12-31,SHOHAM BUSI B4,94.61,1182047,Bonds,SHOM.B4,30.0,58.93,62213.0,True,,
IL0010820079,2024-02-04,r3,37316947.0,570.9,,1071,557.8,553.7,208154.0,,SHOHAM BUSINESS,562.0,1082007,Shares,SHOM,106.0,149.4,26639.0,True,,
IL0007770378,2024-02-04,r3,265665597.0,1950.0,,777,1945.0,1922.0,5167196.0,,SHUFERSAL,1950.0,777037,Shares,SAE,269.0,4945.56,254728.0,True,,
IL0077701915,2024-02-04,r3,177147000.0,116.25,2.99,777,116.16,115.94,205774.0,2029-10-08,SHUFERSAL    B4,116.14,7770191,Bonds,SAE.B4,60.0,236.11,203267.0,True,,
IL0077702095,2024-02-04,r3,619458718.0,103.72,5.09,777,103.7,103.45,642379.0,2029-10-08,SHUFERSAL    B5,103.71,7770209,Bonds,SAE.B5,141.0,9142.4,8817098.0,True,,
IL0077702178,2024-02-04,r3,509908049.0,120.02,4.3,777,120.02,119.62,611992.0,2028-10-08,SHUFERSAL    B6,119.62,7770217,Bonds,SAE.B6,83.0,953.62,795234.0,True,,
IL0077702582,2024-02-04,r3,786544800.0,98.18,3.52,777,98.13,97.96,771836.0,2030-08-20,SHUFERSAL    B7,98.17,7770258,Bonds,SAE.B7,97.0,442.41,451016.0,True,,
IL0010970544,2024-02-04,r3,1765041.0,625.0,,1320,614.5,581.9,10846.0,,SILVER CASTLE,623.3,1097054,Shares,SLCL,8.0,10.0,1627.0,True,,
IL0011605974,2024-02-04,r3,945502324.0,93.35,3.49,1737,93.33,93.18,882437.0,2027-12-31,SILVER PROP B2,93.33,1160597,Bonds,SILV.B2,94.0,756.12,810462.0,True,,
IL0011455982,2024-02-04,r3,204632250.0,98.49,3.38,1737,98.48,98.41,201522.0,2024-12-31,SILVR PROP B1,98.41,1145598,Bonds,SILV.B1,18.0,208.17,211383.0,True,,
CA83084Y1007,2024-02-04,r3,16700480.0,2442.0,,1613,2406.0,2372.0,401814.0,,SKYLINE,2440.0,1131556,Shares,SKLN,24.0,52.55,2184.0,True,,
IL0011420333,2024-02-04,r3,133646821.0,102.8,5.73611,1613,102.8,102.8,137389.0,2024-07-15,SKYLINE      B2,102.96,1142033,Bonds,SKLN.B2,1.0,3.9,3794.0,True,,
IL0011694812,2024-02-04,r3,19390989.0,0.0,,1817,55.8,0.0,10820.0,,SMART AGRO PU,55.8,1169481,Participation Unit,SMAG,0.0,0.0,0.0,True,,
IL0011754392,2024-02-04,r3,34160526.0,1740.0,,1886,1718.0,1700.0,586878.0,,SOFWAVE,1720.0,1175439,Shares,SOFW,21.0,85.48,4948.0,True,,
IL0011722878,2024-02-04,r3,16412102.0,3320.0,,1848,3302.0,3249.0,541928.0,,SOLAER,3320.0,1172287,Shares,SOLR,49.0,62.64,1904.0,True,,
IL0011837304,2024-02-04,r3,270450000.0,100.5,2.3,1848,100.2,100.2,270991.0,2027-12-31,SOLAER B1,100.71,1183730,Bonds,SOLR.B1,3.0,14.54,14512.0,True,,
IL0011022352,2024-02-04,r3,58436011.0,801.0,,1405,796.9,792.1,465677.0,,SOLEGREEN,799.0,1102235,Shares,SLGN,55.0,190.91,23871.0,True,,
IL0011862468,2024-02-04,r3,172881950.0,102.5,2.95,1405,101.97,101.56,176288.0,2027-12-31,SOLEGREEN B2,101.99,1186246,Bonds,SLGN.B2,6.0,27.38,26850.0,True,,
IL0011950727,2024-02-04,r3,8702772.0,17.1,,1405,16.0,10.1,1392.0,,SOLEGREEN W7,17.1,1195072, Warrant,SLGN.W7,9.0,7.54,44893.0,True,,
IL0011705394,2024-02-04,r3,16466415.0,145.0,,2304,142.1,132.8,23399.0,,SONOVIA,132.8,1170539,Shares,SONO,16.0,37.87,26689.0,True,,
IL0010923451,2024-02-04,r3,35892110.0,62.7,,1132,61.3,61.0,22002.0,,SPACE COM,62.0,1092345,Shares,SCC,29.0,63.99,103951.0,True,,
IL0011399222,2024-02-04,r3,825911208.0,79.36,6.45,1132,79.19,79.04,654039.0,2024-06-30,SPACE COM   B16,79.05,1139922,Bonds,SCC.B16,24.0,179.8,227135.0,True,,
IL0011585184,2024-02-04,r3,150500000.0,94.8,5.3,1132,94.61,93.84,142388.0,2026-12-31,SPACE COM   B18,94.61,1158518,Bonds,SCC.B18,11.0,127.03,134453.0,True,,
IL0011408882,2024-02-04,r3,194016742.0,64.1,6.0,1132,63.9,63.0,123977.0,2024-03-31,SPACE COM   C17,64.5,1140888,Convertible Bonds,SCC.C17,15.0,200.4,313926.0,True,,
IL0011782849,2024-02-04,r3,15321400.0,423.1,,1878,422.5,400.0,64733.0,,SPEEDVALUE,422.0,1178284,Shares,SPDV,8.0,20.23,4789.0,True,,
IL0011474959,2024-02-04,r3,395636600.0,98.94,3.9,1628,98.84,98.69,391047.0,2024-12-01,SPENCER      B3,98.73,1147495,Bonds,SPNR.B3,28.0,212.62,215243.0,True,,
IL0011398984,2024-02-04,r3,360825105.0,98.45,5.15,1628,98.4,98.07,355052.0,2028-03-31,SPENCER B2,98.35,1139898,Bonds,SPNR.B2,83.0,665.29,676094.0,True,,
IL0011887887,2024-02-04,r3,359480000.0,103.18,7.24,1628,103.18,103.0,370911.0,2029-08-31,SPENCER B4,103.16,1188788,Bonds,SPNR.B4,100.0,1509.61,1464119.0,True,,
IL0010973449,2024-02-04,r3,8419877.0,920.1,,1329,902.3,878.6,75973.0,,SPRING,934.7,1097344,Shares,SPRG,9.0,14.73,1632.0,True,,
IL0010901176,2024-02-04,r3,66406996.0,426.2,,1182,416.7,408.5,276718.0,,SPUNTECH,408.5,1090117,Shares,SPNTC,17.0,12.86,3087.0,True,,
XS1551294256,2024-02-04,r3,1750000000.0,0.0,1.5,976,379.63,0.0,6643525.0,2027-01-18,STATE ISR 01/27,379.63,1181239, Government Bonds,ILG0127,0.0,0.0,0.0,True,,
XS1936100483,2024-02-04,r3,1650000000.0,0.0,1.5,976,384.86,0.0,6350190.0,2029-01-16,STATE ISR 01/29,384.86,1181221, Government Bonds,ILG0129,0.0,0.0,0.0,True,,
US46513JB346,2024-02-04,r3,2000000000.0,0.0,2.75,976,313.1,0.0,6262000.0,2030-07-03,STATE ISR 07/30,313.1,1181197, Government Bonds,ILG0730,0.0,0.0,0.0,True,,
US46513CXR23,2024-02-04,r3,1000000000.0,0.0,2.875,976,319.63,0.0,3196300.0,2026-03-16,STATE ISR 3/26,319.63,1181205, Government Bonds,ILG0326,0.0,0.0,0.0,True,,
IL0005500124,2024-02-04,r3,4649894.0,4380.0,,550,4372.0,4370.0,203293.0,,STG,4380.0,550012,Shares,STG,4.0,1.97,45.0,True,,
IL0011226540,2024-02-04,r3,19121296.0,68.5,,1562,65.4,65.0,12505.0,,STORAGE DROP,65.7,1122654,Shares,STRG,15.0,10.17,15559.0,True,,
IL0011988032,2024-02-04,r3,3301549.0,25.0,,1562,20.9,25.0,690.0,,STORAGE W 8,19.2,1198803, Warrant,STRG.W8,1.0,1.0,4000.0,True,,
IL0074603890,2024-02-04,r3,482489600.0,97.75,2.61,746,97.55,97.51,470669.0,2027-06-30,STRAUS GROUP B5,97.8,7460389,Bonds,STRS.B5,75.0,570.2,584289.0,True,,
IL0074604211,2024-02-04,r3,1075000000.0,82.87,1.9,746,82.72,82.45,889240.0,2037-06-30,STRAUS GROUP B6,82.87,7460421,Bonds,STRS.B6,111.0,930.54,1124916.0,True,,
IL0007460160,2024-02-04,r3,116559024.0,7148.0,,746,7118.0,7069.0,8296671.0,,STRAUSS GROUP,7148.0,746016,Shares,STRS,252.0,2096.02,29541.0,True,,
IL0011790198,2024-02-04,r3,220486809.0,98.75,5.7,1654,98.61,98.33,217422.0,2026-07-31,STRAWBERRY B3,98.75,1179019,Bonds,STRB.B3,64.0,89.38,90574.0,True,,
IL0011970295,2024-02-04,r3,152923000.0,107.28,9.1,1654,107.1,106.97,163781.0,2026-09-30,STRAWBERRY B4,107.1,1197029,Bonds,STRB.B4,29.0,435.55,406760.0,True,,
IL0011815698,2024-02-04,r3,15312761.0,851.3,,1974,834.6,833.0,127800.0,,SUFRIN,851.3,1181569,Shares,SFRN,17.0,3.24,388.0,True,,
IL0011977480,2024-02-04,r3,53940000.0,0.0,5.5,1974,98.7,0.0,53239.0,2029-07-01,SUFRIN C1,98.7,1197748,Convertible Bonds,SFRN.C1,0.0,0.0,0.0,True,,
IL0010816861,2024-02-04,r3,73922823.0,5044.0,,1060,4901.0,4892.0,3622958.0,,SUMMIT,5000.0,1081686,Shares,SMT,289.0,12985.24,260242.0,True,,
IL0011334799,2024-02-04,r3,204903472.0,100.41,5.1,1060,100.34,100.31,205600.0,2025-07-31,SUMMIT       B7,100.35,1133479,Bonds,SMT.B7,67.0,132.85,132383.0,True,,
IL0011389405,2024-02-04,r3,82558174.0,0.0,2.75,1060,95.79,0.0,79082.0,2026-12-31,SUMMIT       B8,95.79,1138940,Bonds,SMT.B8,0.0,0.0,0.0,True,,
IL0011433955,2024-02-04,r3,266000000.0,93.98,3.69,1060,93.86,93.77,249668.0,2030-01-31,SUMMIT      B10,93.98,1143395,Bonds,SMT.B10,60.0,241.74,257650.0,True,,
IL0011839201,2024-02-04,r3,554170481.0,85.73,2.8,1060,85.41,85.3,473317.0,2031-10-01,SUMMIT B12,85.73,1183920,Bonds,SMT.B12,89.0,635.1,742347.0,True,,
IL0010987555,2024-02-04,r3,37242900.0,618.7,,1062,603.8,567.7,224873.0,,SUNFLOWER,567.7,1098755,Shares,SNFL,64.0,63.97,10618.0,True,,
IL0011941098,2024-02-04,r3,2145630.0,0.0,,1062,99.1,0.0,2126.0,,SUNFLOWER W4,99.1,1194109, Warrant,SNFL.W4,0.0,0.0,0.0,True,,
IL0010823537,2024-02-04,r3,217233141.0,100.8,,2009,100.3,97.8,217885.0,,SUNY COMMUN,98.0,1082353,Shares,SNCM,49.0,212.25,212674.0,True,,
IL0011750903,2024-02-04,r3,2669951.0,884.0,,1889,881.2,884.0,23528.0,,SURE TECH PU,881.2,1175090,Participation Unit,STEC,1.0,0.01,1.0,True,,
IL0010849532,2024-02-04,r3,5659456.0,1800.0,,1115,1800.0,1800.0,101870.0,,SYNEL,1800.0,1084953,Shares,SNEL,5.0,7.88,438.0,True,,
IL0025801320,2024-02-04,r3,135274220.0,95.44,1.75,258,95.36,95.25,128997.0,2028-06-30,TADIRAN GROU B3,95.35,2580132,Bonds,TDRN.B3,64.0,135.49,142154.0,True,,
IL0002580129,2024-02-04,r3,8586001.0,24670.0,,258,23820.0,23820.0,2045185.0,,TADIRAN GROUP,24290.0,258012,Shares,TDRN,194.0,1089.03,4523.0,True,,
IL0011413577,2024-02-04,r3,88495576.0,1886.0,,1689,1830.0,1830.0,1619469.0,,TAMAR PET,1880.0,1141357,Shares,TMRP,597.0,6321.45,340395.0,True,,
IL0011435935,2024-02-04,r3,1237818988.0,99.14,4.69,1689,98.75,98.7,1222346.0,2028-08-30,TAMAR PETRO  B2,98.79,1143593,Bonds,TMRP.B2,31.0,504.58,510714.0,True,,
IL0011413320,2024-02-04,r3,1465134799.0,98.04,4.69,1689,97.41,97.32,1427188.0,2028-08-30,TAMAR PETRO B1,97.7,1141332,Bonds,TMRP.B1,35.0,545.45,559367.0,True,,
IL0006660166,2024-02-04,r3,296859091.0,45.0,,666,42.9,41.0,127353.0,,TARYA,43.8,666016,Shares,TRA,36.0,64.96,151329.0,True,,
IL0011590291,2024-02-04,r3,92444048.0,2320.0,,1778,2263.0,2250.0,2092009.0,,TASE,2315.0,1159029,Shares,TASE,330.0,2530.34,110877.0,True,,
IL0010827264,2024-02-04,r3,10103904.0,4440.0,,2110,4387.0,4380.0,443258.0,,TAT TECHNO,4400.0,1082726,Shares,TATT,62.0,245.63,5584.0,True,,
IL0007960110,2024-02-04,r3,2425974.0,4800.0,,796,5166.0,4800.0,125326.0,,TAYA INV,5194.0,796011,Shares,TAYA,2.0,0.14,3.0,True,,
IL0010834195,2024-02-04,r3,2346234.0,770.0,,1082,755.2,751.8,17719.0,,TCHNOPLS VENT,781.8,1083419,Shares,TNPV,3.0,4.07,539.0,True,,
IL0002160104,2024-02-04,r3,93598590.0,49.1,,216,46.2,45.5,43243.0,,TECTONA,46.2,216010,Shares,TECT,37.0,39.6,85749.0,True,,
IL0001420186,2024-02-04,r3,5528671.0,1105.0,,142,1104.0,1097.0,61037.0,,TEDEA,1124.0,142018,Shares,TEDE,2.0,1.45,132.0,True,,
IL0010825854,2024-02-04,r3,12437934.0,2087.0,,2076,2070.0,2045.0,257465.0,,TEFRON,2090.0,1082585,Shares,TFRLF,25.0,47.29,2284.0,True,,
IL0003540197,2024-02-04,r3,6763995.0,24900.0,,354,24180.0,24180.0,1635534.0,,TELSYS,24590.0,354019,Shares,TLSY,105.0,755.27,3102.0,True,,
IL0011335119,2024-02-04,r3,19523533.0,0.0,3.2,1535,99.31,0.0,19389.0,2024-12-31,TEMPO BEV    B2,99.31,1133511,Bonds,TMBV.B2,0.0,0.0,0.0,True,,
IL0011625444,2024-02-04,r3,133340000.0,93.45,1.58,1535,93.39,93.13,124526.0,2029-04-01,TEMPO BEV    B3,93.18,1162544,Bonds,TMBV.B3,67.0,186.49,199886.0,True,,
IL0011801730,2024-02-04,r3,72758083.0,721.9,,1982,711.2,705.0,517455.0,,TERA LIGHT,721.9,1180173,Shares,TRLT,39.0,112.94,15879.0,True,,
IL0011787145,2024-02-04,r3,125837655.0,305.0,,1948,298.7,292.5,375877.0,,TERMINAL X,299.9,1178714,Shares,TRX,13.0,13.76,4606.0,True,,
IL0002900236,2024-02-04,r3,113939533.0,36.1,,290,35.3,34.6,40221.0,,TEUZA,36.1,290023,Shares,TUZA,21.0,5.41,15321.0,True,,
IL0006290147,2024-02-04,r3,1120872397.0,4476.0,,629,4474.0,4432.0,50147831.0,,TEVA,4460.0,629014,Shares,TEVA,785.0,18145.23,406458.0,True,,
IL0011050221,2024-02-04,r3,10063174.0,3679.0,,1460,3628.0,3587.0,365092.0,,TGBR,3652.0,1105022,Shares,TIGBUR,20.0,24.09,664.0,True,,
IL0010901416,2024-02-04,r3,73683330.0,238.9,,1185,222.9,217.2,164240.0,,TGI,225.9,1090141,Shares,TGI,32.0,101.76,45649.0,True,,
IL0011356644,2024-02-04,r3,317549280.0,102.18,7.10652,1513,101.99,101.59,323869.0,2026-05-15,THE LESER    B5,102.01,1135664,Bonds,TLSR.B5,118.0,882.65,866767.0,True,,
IL0011674772,2024-02-04,r3,13757671.0,0.0,5.25,1513,99.52,0.0,13692.0,2024-06-30,THE LESER B6,99.52,1167477,Bonds,TLSR.B6,0.0,0.0,0.0,True,,
IL0011789208,2024-02-04,r3,536951000.0,100.03,7.75,1513,99.96,99.71,536736.0,2028-06-30,THE LESER B7,99.8,1178920,Bonds,TLSR.B7,109.0,1763.54,1765583.0,True,,
IL0011931925,2024-02-04,r3,358855000.0,100.81,6.8,1513,100.39,100.33,360255.0,2026-12-31,THE LESER B8,100.33,1193192,Bonds,TLSR.B8,29.0,308.29,306580.0,True,,
IL0011379752,2024-02-04,r3,937335532.0,69.45,4.84185,1604,69.32,69.0,649761.0,2027-11-15,THE ZARASAI  B3,69.45,1137975,Bonds,TZRS.B3,139.0,890.87,1286751.0,True,,
IL0011695561,2024-02-04,r3,291200000.0,99.99,5.92692,1604,97.81,97.51,284823.0,2025-08-31,THE ZARASAI  B5,97.56,1169556,Bonds,TZRS.B5,50.0,127.77,130738.0,True,,
IL0010972292,2024-02-04,r3,6240218.0,1250.0,,1289,1244.0,1201.0,77628.0,,THEMIS,1201.0,1097229,Shares,TMIS,2.0,0.75,61.0,True,,
IL0003970188,2024-02-04,r3,19761850.0,357.9,,397,351.0,344.0,69364.0,,THIRDEYE,355.9,397018,Shares,THES,83.0,330.9,94319.0,True,,
IL0011894552,2024-02-04,r3,2211926.0,124.9,,397,120.1,114.0,2657.0,,THIRDEYE W2,120.6,1189455, Warrant,THES.W2,4.0,1.67,1391.0,True,,
IL0011894636,2024-02-04,r3,1721899.0,0.0,,397,58.9,0.0,1014.0,,THIRDEYE W3,58.9,1189463, Warrant,THES.W3,0.0,0.0,0.0,True,,
IL0011738718,2024-02-04,r3,4086248.0,260.1,,1876,260.1,260.0,10628.0,,TIGI,266.1,1173871,Shares,TIGI,3.0,9.1,3500.0,True,,
IL0011738890,2024-02-04,r3,855221.0,0.0,,1876,1.0,0.0,9.0,,TIGI W1,1.0,1173889, Warrant,TIGI.W1,0.0,0.0,0.0,True,,
IL0010843675,2024-02-04,r3,80918586.0,34.0,,1102,34.0,32.6,27512.0,,TIKUN OLAM CANB,32.6,1084367,Shares,TKUN,4.0,6.8,20001.0,True,,
IL0001030100,2024-02-04,r3,106482766.0,523.6,,103,515.8,505.1,549238.0,,TIV TAAM,511.2,103010,Shares,TTAM,60.0,103.39,20057.0,True,,
IL0011899197,2024-02-04,r3,664000000.0,103.36,3.51806,1710,103.36,103.1,686310.0,2026-12-31,TNUPORT B2,103.1,1189919,Bonds,TNUP.B2,28.0,755.27,732084.0,True,,
IL0004620105,2024-02-04,r3,8785482.0,415.0,,462,414.2,413.0,36389.0,,TOGETHER,413.8,462010,Shares,TGTR,6.0,17.58,4245.0,True,,
IL0011294936,2024-02-04,r3,20001000.0,1451.0,,1609,1451.0,1451.0,290215.0,,TOMER ENERGY,1451.0,1129493,Shares,TOEN,5.0,1.67,115.0,True,,
IL0011474793,2024-02-04,r3,202332555.0,106.76,5.48,1609,105.23,105.2,212915.0,2028-08-30,TOMER ENERGY B1,106.24,1147479,Bonds,TOEN.B1,26.0,335.81,319124.0,True,,
IL0011806861,2024-02-04,r3,11923661.0,559.8,,1945,535.0,514.1,63792.0,,TONDO SMART,539.9,1180686,Shares,TNDO,20.0,17.67,3302.0,True,,
IL0011791428,2024-02-04,r3,107411618.0,719.0,,1943,693.4,690.1,744792.0,,TOP GUM,699.0,1179142,Shares,TPGM,87.0,193.71,27742.0,True,,
IL0012007402,2024-02-04,r3,3300000.0,0.0,,1943,74.7,0.0,2465.0,,TOP GUM W1,74.7,1200740, Warrant,TPGM.W1,0.0,0.0,0.0,True,,
IL0010833775,2024-02-04,r3,21187619.0,805.0,,1081,746.7,710.0,158208.0,,TOP SYSTEMS,710.0,1083377,Shares,TOPS,33.0,45.33,6071.0,True,,
IL0010823792,2024-02-04,r3,110824754.0,10520.0,,2028,10520.0,10420.0,11658764.0,,TOWER,10470.0,1082379,Shares,TSEM,296.0,4156.14,39648.0,True,,
IL0082410106,2024-02-04,r3,18000000000.0,97.41,,891,97.39,97.35,17530200.0,2024-10-02,TREASR BND 1014,97.34,8241010,Makam,TR1014,19.0,39835.74,40903620.0,True,,
IL0082411195,2024-02-04,r3,14000000000.0,97.06,,891,97.03,96.98,13584200.0,2024-11-06,TREASR BND 1114,96.98,8241119,Makam,TR1114,30.0,51876.31,53464594.0,True,,
IL0082412185,2024-02-04,r3,14000000000.0,96.75,,891,96.73,96.73,13542200.0,2024-12-04,TREASR BND 1214,96.72,8241218,Makam,TR1214,48.0,30642.34,31677697.0,True,,
IL0082501284,2024-02-04,r3,12000000000.0,96.64,,891,96.42,96.4,11570400.0,2025-01-08,TREASR BND 125,96.4,8250128,Makam,TR125,142.0,150280.63,155810232.0,True,,
IL0082402103,2024-02-04,r3,50000000000.0,99.98,,891,99.97,99.96,49985000.0,2024-02-07,TREASR BND 214,99.97,8240210,Makam,TR214,131.0,525077.71,525234677.0,True,,
IL0082403192,2024-02-04,r3,51000000000.0,99.66,,891,99.66,99.64,50826600.0,2024-03-06,TREASR BND 314,99.64,8240319,Makam,TR314,79.0,171546.29,172143612.0,True,,
IL0082404182,2024-02-04,r3,42000000000.0,99.34,,891,99.33,99.3,41718600.0,2024-04-03,TREASR BND 414,99.3,8240418,Makam,TR414,41.0,6868.84,6915249.0,True,,
IL0082405254,2024-02-04,r3,18000000000.0,98.95,,891,98.94,98.92,17809200.0,2024-05-08,TREASR BND 524,98.94,8240525,Makam,TR524,54.0,138661.06,140133623.0,True,,
IL0082406161,2024-02-04,r3,18000000000.0,98.65,,891,98.64,98.6,17755200.0,2024-06-05,TREASR BND 614,98.6,8240616,Makam,TR614,37.0,3240.52,3285443.0,True,,
IL0082407151,2024-02-04,r3,18000000000.0,98.47,,891,98.31,98.27,17695800.0,2024-07-03,TREASR BND 714,98.27,8240715,Makam,TR714,39.0,3313.31,3370113.0,True,,
IL0082408142,2024-02-04,r3,18000000000.0,97.96,,891,97.93,97.91,17627400.0,2024-08-07,TREASR BND 814,97.91,8240814,Makam,TR814,29.0,5313.7,5426443.0,True,,
IL0082409132,2024-02-04,r3,18000000000.0,97.85,,891,97.62,97.61,17571600.0,2024-09-04,TREASR BND 914,97.61,8240913,Makam,TR914,42.0,16288.13,16685009.0,True,,
IL0011740938,2024-02-04,r3,20009298.0,200.0,,1870,182.2,181.0,36457.0,,TRUCKNET,200.0,1174093,Shares,TRAN,184.0,496.01,259470.0,True,,
IL0011741019,2024-02-04,r3,2522532.0,0.0,,1870,54.5,0.0,1375.0,,TRUCKNET    W1,54.5,1174101, Warrant,TRAN.W1,0.0,0.0,0.0,True,,
IL0011817421,2024-02-04,r3,13792765.0,634.5,,1936,622.1,621.8,85805.0,,TURBOGEN,634.5,1181742,Shares,TURB,11.0,2.02,325.0,True,,
IL0011756116,2024-02-04,r3,100084776.0,1271.0,,1901,1252.0,1241.0,1253061.0,,TURPAZ,1271.0,1175611,Shares,TRPZ,67.0,159.61,12711.0,True,,
US9030021037,2024-02-04,r3,51971076.0,0.0,,2356,5164.0,0.0,2683786.0,,UMH,5164.0,1184282,Shares,UMH,0.0,0.0,0.0,True,,
