DATAFLOW,FREQ,BIS_TOPIC,REF_AREA,BIS_SUFFIX,TIME_PERIOD,OBS_VALUE,AGG_EQUN,AVAILABILITY,BIS_DOC_DATE,BIS_UNIT,BREAKS,COLLECTION,COLLECTION_DETAIL,COMPILATION,COVERAGE,DECIMALS,DOM_SER_IDS,METHOD_REF,NAT_TITLE,OBS_COM,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS,REP_DELAY,SOURCE_REF,TIME_FORMAT,TITLE,TITLE_COMPL,UNIT_DETAIL,UNIT_MULT
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-02,90.83,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-03,89.97,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-04,93.23,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-05,96.1,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-06,98.49,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-07,98.62,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-08,99.56,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-09,100.42,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-10,102.29,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-11,100.33,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2018-12,94.84,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-01,91.47,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-02,93.6,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-03,96.28,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-04,97.95,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-05,100.22,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-06,96.03,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-07,96.47,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-08,95.21,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-09,95.06,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-10,95.9,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-11,96.34,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2019-12,96.55,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-01,99.64,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-02,94.87,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-03,88.63,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-04,80.47,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-05,80.58,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-06,85.96,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-07,89.01,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-08,89.01,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-09,88,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-10,87.55,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-11,86.61,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2020-12,89.13,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-01,90.24,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-02,92.82,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-03,97.26,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-04,96.9,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-05,98.32,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-06,99.83,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-07,102.87,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-08,102.73,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-09,104.25,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-10,110.14,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-11,114.59,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2021-12,109.3,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-01,113.19,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-02,117.26,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-03,127.74,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-04,123.73,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-05,129.73,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-06,138.93,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-07,133,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-08,124.33,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-09,121.77,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-10,130.03,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-11,130.19,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2022-12,115.6,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-01,116.4,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-02,116.63,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-03,115.59,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-04,118.01,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-05,113.33,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-06,115.22,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-07,115.49,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-08,123.4,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-09,126.24,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-10,125.37,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-11,119.69,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2023-12,115.13,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VHJA,BE,25,2024-01,112.73,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-01,72.35,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-02,72.49,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-03,72.52,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-04,72.53,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-05,72.39,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-06,72.44,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-07,72.94,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-08,73.15,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-09,72.93,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-10,73.05,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-11,73.11,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1996-12,73.22,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-01,73.7,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-02,73.58,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-03,73.23,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-04,73.24,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-05,73.31,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-06,73.45,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-07,74.12,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-08,74.15,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-09,73.85,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-10,73.87,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-11,74.07,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1997-12,74.06,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-01,74.12,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-02,74.3,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-03,74.2,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-04,74.55,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-05,74.96,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-06,74.89,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-07,75.07,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-08,74.78,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-09,74.75,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-10,74.76,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-11,74.75,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1998-12,74.75,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-01,75.02,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-02,75.19,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-03,75.2,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-04,75.38,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-05,75.51,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-06,75.37,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-07,75.39,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-08,75.21,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-09,75.35,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-10,75.44,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-11,75.57,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,1999-12,75.71,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-01,75.9,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-02,76.1,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-03,76.27,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-04,76.48,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-05,76.58,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-06,76.73,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-07,76.92,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-08,76.96,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-09,77.3,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-10,77.18,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-11,77.48,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2000-12,77.44,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-01,77.5,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-02,77.75,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-03,77.98,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-04,78.56,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-05,78.94,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-06,79.19,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-07,79.27,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-08,79.32,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-09,79.45,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-10,79.49,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-11,79.65,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2001-12,79.5,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-01,80.01,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-02,80.13,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-03,80.3,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-04,80.14,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-05,80.32,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-06,80.13,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-07,80.38,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-08,80.34,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-09,80.51,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-10,80.38,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-11,80.39,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2002-12,80.46,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-01,80.75,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-02,81.2,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-03,81.39,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-04,81.32,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-05,81.2,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-06,81.41,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-07,81.56,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-08,81.66,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-09,81.86,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-10,81.63,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-11,81.78,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2003-12,81.75,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-01,82.01,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-02,82.26,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-03,82.28,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-04,82.61,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-05,82.74,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-06,82.72,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-07,82.98,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-08,82.99,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-09,83.03,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-10,83.33,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-11,83.32,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2004-12,83.16,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2005-01,83.46,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2005-02,83.9,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2005-03,84.36,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2005-04,84.33,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,3,2005-05,84.49,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
