ISIN,TimePeriod,LastRate
IL0025904611,2024-02-05,101.02
IL0025905113,2024-02-05,94.58
IL0025905782,2024-02-05,100.53
IL0011953465,2024-02-05,101.82
IL0010823461,2024-02-05,75.4
IL0010815616,2024-02-05,12230.0
IL0011755613,2024-02-05,17.4
IL0011755878,2024-02-05,52.1
IL0002300114,2024-02-05,491.0
IL0023001766,2024-02-05,99.68
IL0023001840,2024-02-05,112.74
IL0023002343,2024-02-05,95.18
IL0023002426,2024-02-05,107.94
IL0023003093,2024-02-05,81.73
IL0023003176,2024-02-05,89.11
IL0010972607,2024-02-05,36880.0
IL0011360844,2024-02-05,112.23
IL0011511172,2024-02-05,109.77
IL0011562316,2024-02-05,115.18
IL0011615122,2024-02-05,106.88
IL0011622219,2024-02-05,100.05
IL0011684425,2024-02-05,104.3
IL0011684599,2024-02-05,104.36
IL0011410508,2024-02-05,112.16
IL0011595167,2024-02-05,103.38
IL0011810079,2024-02-05,87.51
IL0011742264,2024-02-05,102.39
IL0011861882,2024-02-05,99.15
IL0012022179,2024-02-05,99.39
IL0011389249,2024-02-05,111.4
IL0011722951,2024-02-05,170.6
IL0011726184,2024-02-05,223.8
IL0010960495,2024-02-05,29.0
IL0010952237,2024-02-05,515.9
IL0011015182,2024-02-05,27.6
IL0011739054,2024-02-05,50.9
IL0011875908,2024-02-05,21.1
IL0012013756,2024-02-05,16.9
IL0005300145,2024-02-05,1076.0
IL0011705139,2024-02-05,150.8
IL0011720971,2024-02-05,610.8
IL0004240102,2024-02-05,496.8
IL0010985658,2024-02-05,23400.0
IL0011406159,2024-02-05,112.11
IL0011575698,2024-02-05,109.37
IL0011745564,2024-02-05,95.01
IL0011406076,2024-02-05,112.8
IL0053102559,2024-02-05,99.82
IL0053102716,2024-02-05,97.03
IL0053103052,2024-02-05,93.48
IL0011988297,2024-02-05,103.45
IL0005310128,2024-02-05,2895.0
IL0004850116,2024-02-05,19.9
NL0009690619,2024-02-05,19840.0
IL0011283475,2024-02-05,114.67
IL0011330409,2024-02-05,110.12
IL0011007189,2024-02-05,1057.0
IL0010945157,2024-02-05,149.6
IL0028602378,2024-02-05,101.0
IL0005360115,2024-02-05,261.8
IL0011928632,2024-02-05,101.26
IL0011928558,2024-02-05,26.6
IL0003990145,2024-02-05,865.5
IL0010942832,2024-02-05,1196.0
IL0011051393,2024-02-05,27.1
IL0011790438,2024-02-05,1384.0
IL0011805954,2024-02-05,709.8
IL0011870610,2024-02-05,44.7
IL0011838625,2024-02-05,44.5
IL0011766354,2024-02-05,13.6
IL0004420126,2024-02-05,1454.0
IL0010952641,2024-02-05,29790.0
IL0010944739,2024-02-05,2.6
IL0001060131,2024-02-05,396.5
IL0011769085,2024-02-05,467.6
IL0011769242,2024-02-05,104.9
IL0001110134,2024-02-05,65.0
IL0010960073,2024-02-05,186.9
IL0010971468,2024-02-05,56.9
IL0011364648,2024-02-05,98.62
IL0011395915,2024-02-05,99.9
IL0011418295,2024-02-05,95.67
IL0011735664,2024-02-05,94.02
IL0012027798,2024-02-05,100.04
IL0011238503,2024-02-05,1577.0
IL0011900086,2024-02-05,99.71
IL0011879629,2024-02-05,2428.0
IL0011476855,2024-02-05,2092.0
IL0004400169,2024-02-05,1055.0
IL0002800162,2024-02-05,4762.0
IL0011328288,2024-02-05,111.35
IL0011328361,2024-02-05,99.8
IL0011392458,2024-02-05,114.01
IL0011392524,2024-02-05,98.22
IL0011430803,2024-02-05,94.65
IL0011891905,2024-02-05,99.24
IL0011015349,2024-02-05,1480.0
IL0011559510,2024-02-05,88.53
US17259U2042,2024-02-05,3539.0
IL0011940181,2024-02-05,104.22
IL0011819328,2024-02-05,54.7
IL0011820052,2024-02-05,12.9
IL0007160356,2024-02-05,101300.0
IL0007160190,2024-02-05,35260.0
IL0011981755,2024-02-05,107.0
IL0011403008,2024-02-05,1219.0
IL0011360505,2024-02-05,112.22
IL0011042806,2024-02-05,37.2
IL0011360687,2024-02-05,99.68
IL0011606477,2024-02-05,88.42
IL0011799280,2024-02-05,82.09
IL0011979205,2024-02-05,98.08
IL0011934812,2024-02-05,104.79
IL0012013913,2024-02-05,101.67
IL0011934994,2024-02-05,99.3
IL0002240146,2024-02-05,5726.0
IL0003890154,2024-02-05,360.9
IL0008100104,2024-02-05,11280.0
IL0010852080,2024-02-05,801.1
IL0005070128,2024-02-05,25490.0
IL0011822603,2024-02-05,65.2
IL0011822785,2024-02-05,1.0
IL0011401770,2024-02-05,100.59
US1255255846,2024-02-05,1319.0
IL0011849515,2024-02-05,105.76
IL0011935983,2024-02-05,101.34
IL0008220159,2024-02-05,2190.0
IL0003140139,2024-02-05,32020.0
IL0011731374,2024-02-05,8845.0
IL0008290103,2024-02-05,2113.0
IL0010841281,2024-02-05,44230.0
IL0011809832,2024-02-05,16710.0
IL0011811226,2024-02-05,102.51
IL0011928897,2024-02-05,104.47
IL0011995045,2024-02-05,106.92
IL0011961799,2024-02-05,105.25
IL0011736993,2024-02-05,4357.0
IL0006270347,2024-02-05,17060.0
IL0062701441,2024-02-05,103.37
IL0062701938,2024-02-05,99.26
IL0010903156,2024-02-05,26300.0
IL0011411910,2024-02-05,98.97
IL0011537250,2024-02-05,99.64
IL0011683682,2024-02-05,94.39
IL0011861627,2024-02-05,95.33
IL0012028374,2024-02-05,814.9
IL0011734915,2024-02-05,3344.0
IL0011712143,2024-02-05,111.57
IL0011756603,2024-02-05,109.0
IL0011828311,2024-02-05,98.12
IL0011916595,2024-02-05,105.25
IL0011681868,2024-02-05,48410.0
IL0074801551,2024-02-05,98.39
IL0074801635,2024-02-05,94.82
IL0074803045,2024-02-05,100.95
IL0012031576,2024-02-05,99.89
IL0012031659,2024-02-05,1004.6
IL0011912461,2024-02-05,105.25
IL0006912120,2024-02-05,1733.0
IL0063903483,2024-02-05,98.37
IL0063904051,2024-02-05,92.0
IL0006390137,2024-02-05,412.5
IL0063902071,2024-02-05,136.87
IL0074801973,2024-02-05,109.23
IL0074802476,2024-02-05,112.7
IL0074803128,2024-02-05,98.94
IL0011775181,2024-02-05,144.8
IL0011038523,2024-02-05,71.0
IL0010932023,2024-02-05,7130.0
IL0011406563,2024-02-05,99.09
IL0011577009,2024-02-05,98.0
IL0011751992,2024-02-05,98.78
IL0011667685,2024-02-05,764.0
IL0011791345,2024-02-05,100.84
IL0011394272,2024-02-05,98.27
IL0011781288,2024-02-05,91.08
IL0011906281,2024-02-05,1089.0
IL0004000100,2024-02-05,18830.0
IL0011987042,2024-02-05,96.6
IL0003820102,2024-02-05,844.9
IL0011783342,2024-02-05,1680.0
IL0011825184,2024-02-05,88.3
IL0011698953,2024-02-05,169.8
IL0011813040,2024-02-05,98.99
IL0011884082,2024-02-05,98.59
IL0011997447,2024-02-05,105.12
IL0010878242,2024-02-05,390.6
IL0011726838,2024-02-05,32.6
IL0011655888,2024-02-05,0.0
IL0010811169,2024-02-05,395.2
IL0004740150,2024-02-05,32.7
IL0011782351,2024-02-05,91.8
IL0011782500,2024-02-05,105.46
IL0011782682,2024-02-05,100.44
IL0010811243,2024-02-05,75510.0
IL0006940345,2024-02-05,10910.0
IL0069402332,2024-02-05,93.29
IL0011553570,2024-02-05,112.15
IL0011616781,2024-02-05,95.67
IL0011847790,2024-02-05,102.29
IL0011924425,2024-02-05,104.11
IL0011924599,2024-02-05,101.35
IL0010836588,2024-02-05,200.0
IL0007390375,2024-02-05,134160.0
IL0073901493,2024-02-05,99.34
IL0073902228,2024-02-05,97.33
IL0073902632,2024-02-05,84.15
IL0050101299,2024-02-05,7562.0
IL0050103352,2024-02-05,90.58
IL0011673600,2024-02-05,88.89
IL0011819245,2024-02-05,85.9
IL0011669178,2024-02-05,2320.0
IL0011385932,2024-02-05,100.61
IL0011745648,2024-02-05,92.61
IL0012035536,2024-02-05,99.82
IL0010940448,2024-02-05,3651.0
IL0003680191,2024-02-05,9258.0
IL0011967812,2024-02-05,102.6
IL0011967994,2024-02-05,103.31
IL0060002107,2024-02-05,121.83
IL0060002362,2024-02-05,119.82
IL0060002776,2024-02-05,100.74
IL0060002859,2024-02-05,111.0
IL0060003840,2024-02-05,107.38
IL0060003923,2024-02-05,90.43
IL0011899502,2024-02-05,101.78
IL0011623043,2024-02-05,106.73
IL0011625774,2024-02-05,102.15
IL0011893984,2024-02-05,105.9
IL0011953614,2024-02-05,103.8
IL0011970451,2024-02-05,105.63
IL0010826357,2024-02-05,5608.0
IL0011593758,2024-02-05,98.59
IL0011932758,2024-02-05,102.8
IL0012030743,2024-02-05,95.44
IL0011729568,2024-02-05,85.1
IL0011693251,2024-02-05,267.0
IL0012030826,2024-02-05,970.5
IL0011424541,2024-02-05,1011.0
IL0007490779,2024-02-05,529.8
IL0010903644,2024-02-05,525.4
IL0005890103,2024-02-05,2287.0
IL0011411183,2024-02-05,100.6
IL0011836074,2024-02-05,99.7
IL0011887390,2024-02-05,99.2
IL0011010217,2024-02-05,325.8
GB00BG12Y042,2024-02-05,4380.0
IL0011233553,2024-02-05,1299.0
IL0011617516,2024-02-05,91.06
IL0011684839,2024-02-05,84.1
IL0072001162,2024-02-05,101.1
IL0072002566,2024-02-05,85.46
IL0072001733,2024-02-05,98.54
IL0072002491,2024-02-05,81.6
IL0007200111,2024-02-05,6290.0
IL0011319527,2024-02-05,947.0
IL0011758195,2024-02-05,63.9
IL0011883589,2024-02-05,554.7
IL0011825911,2024-02-05,355.4
IL0007550176,2024-02-05,10340.0
IL0075501481,2024-02-05,91.58
IL0011976078,2024-02-05,99.71
IL0011201618,2024-02-05,471.1
IL0011789125,2024-02-05,31.6
IL0011761140,2024-02-05,1214.0
IL0011050551,2024-02-05,274.6
IL0007040152,2024-02-05,4097.0
IL0070400820,2024-02-05,97.37
IL0011750416,2024-02-05,101.59
IL0011831695,2024-02-05,95.63
IL0011617854,2024-02-05,88.13
IL0011375123,2024-02-05,100.56
IL0011418527,2024-02-05,95.61
IL0011680381,2024-02-05,102.29
IL0011988867,2024-02-05,102.77
IL0011434292,2024-02-05,43300.0
IL0011508129,2024-02-05,97.35
IL0011881922,2024-02-05,103.42
IL0011697211,2024-02-05,109.0
IL0011731788,2024-02-05,128.6
IL0005930388,2024-02-05,14560.0
IL0007630119,2024-02-05,15250.0
IL0011653073,2024-02-05,801.8
IL0012021189,2024-02-05,99.0
IL0011735821,2024-02-05,92.3
IL0011735904,2024-02-05,2.5
IL0003150104,2024-02-05,13060.0
IL0001990188,2024-02-05,14.4
IL0002560162,2024-02-05,23580.0
IL0025601423,2024-02-05,99.39
IL0025602090,2024-02-05,96.32
IL0010870223,2024-02-05,27270.0
IL0011022196,2024-02-05,5722.0
IL0011562803,2024-02-05,476.7
IL0001260111,2024-02-05,1125.0
IL0012606039,2024-02-05,108.08
IL0012606526,2024-02-05,105.42
IL0012605460,2024-02-05,119.52
IL0012607367,2024-02-05,92.6
IL0012607698,2024-02-05,107.26
IL0012607854,2024-02-05,97.27
IL0011981425,2024-02-05,98.4
IL0011226888,2024-02-05,1115.0
IL0011447815,2024-02-05,1241.0
IL0077102395,2024-02-05,96.56
IL0077102544,2024-02-05,99.75
IL0077102627,2024-02-05,90.3
IL0077102965,2024-02-05,96.35
IL0011931768,2024-02-05,101.6
IL0095904319,2024-02-05,144.02
IL0011859332,2024-02-05,99.06
IL0011859415,2024-02-05,101.84
IL0011758682,2024-02-05,368.0
IL0005320101,2024-02-05,1554.0
IL0011583692,2024-02-05,101.25
IL0011983249,2024-02-05,101.0
IL0004540170,2024-02-05,317.0
IL0011047441,2024-02-05,2941.0
IL0007590198,2024-02-05,2834.0
IL0075902192,2024-02-05,102.04
IL0075901285,2024-02-05,141.67
IL0075901517,2024-02-05,86.3
IL0075902846,2024-02-05,94.16
IL0011181166,2024-02-05,50.0
IL0011996860,2024-02-05,111.0
IL0011727091,2024-02-05,1.1
IL0011696890,2024-02-05,111.9
IL0011775264,2024-02-05,97.31
IL0011845554,2024-02-05,92.2
IL0011569261,2024-02-05,63.9
IL0011729238,2024-02-05,121.5
IL0011830788,2024-02-05,105.67
IL0012026477,2024-02-05,103.85
IL0044801905,2024-02-05,40.91
IL0004480195,2024-02-05,76.3
IL0012008806,2024-02-05,101.1
IL0011898777,2024-02-05,102.77
IL0010825102,2024-02-05,2270.0
IL0011778235,2024-02-05,95.3
IL0010805971,2024-02-05,40.6
IL0010958929,2024-02-05,947.6
IL0011398497,2024-02-05,112.84
IL0011426298,2024-02-05,104.19
IL0011831513,2024-02-05,85.04
IL0005060228,2024-02-05,30.8
IL0050604391,2024-02-05,28.3
IL0012018706,2024-02-05,2.6
IL0007440113,2024-02-05,41.8
IL0074403085,2024-02-05,22.7
IL0011762882,2024-02-05,2657.0
IL0010819832,2024-02-05,28.9
IL0011369696,2024-02-05,94.62
IL0011792905,2024-02-05,95.48
IL0011413163,2024-02-05,50.5
IL0011198335,2024-02-05,5.7
IL0011474876,2024-02-05,40640.0
IL0010919335,2024-02-05,864.7
IL0001490130,2024-02-05,12400.0
IL0002350101,2024-02-05,2118.0
IL0023500809,2024-02-05,98.76
IL0023501302,2024-02-05,96.13
IL0010961485,2024-02-05,290.2
IL0011767261,2024-02-05,577.7
IL0011843658,2024-02-05,1170.0
IL0011801813,2024-02-05,25.7
IL0011801995,2024-02-05,1.0
IL0012009226,2024-02-05,101.58
IL0002710155,2024-02-05,749.5
IL0010954050,2024-02-05,55.0
IL0008230133,2024-02-05,1338.0
IL0082303285,2024-02-05,91.25
IL0082303772,2024-02-05,101.23
IL0011900409,2024-02-05,99.98
IL0082302949,2024-02-05,97.2
IL0011436354,2024-02-05,523.7
IL0011826828,2024-02-05,90.98
IL0011901316,2024-02-05,93.97
IL0011047854,2024-02-05,338.3
IL0011049595,2024-02-05,99.8
IL0003840167,2024-02-05,1186.0
IL0011025322,2024-02-05,378.2
IL0011605065,2024-02-05,101.4
IL0011760233,2024-02-05,94.8
IL0011815029,2024-02-05,31.65
IL0011815102,2024-02-05,31.92
IL0011898512,2024-02-05,91.6
IL0005850180,2024-02-05,3083.0
IL0011596231,2024-02-05,107.85
IL0011625022,2024-02-05,95.4
IL0011913865,2024-02-05,105.63
IL0058501102,2024-02-05,84.92
IL0011340309,2024-02-05,113.75
IL0011340481,2024-02-05,113.74
IL0011363160,2024-02-05,100.7
IL0011381634,2024-02-05,97.32
IL0011381717,2024-02-05,96.42
IL0011431223,2024-02-05,88.58
IL0011431306,2024-02-05,86.02
IL0011576019,2024-02-05,97.27
IL0011614547,2024-02-05,90.64
IL0011826661,2024-02-05,80.84
IL0011927725,2024-02-05,97.81
IL0011260770,2024-02-05,116.46
IL0011426033,2024-02-05,29.86
IL0011847535,2024-02-05,88.7
IL0011699456,2024-02-05,110.2
IL0010846983,2024-02-05,19990.0
IL0011718751,2024-02-05,97.28
IL0011849853,2024-02-05,1483.0
IL0001500110,2024-02-05,188470.0
IL0011777658,2024-02-05,125.1
IL0011777815,2024-02-05,1.1
IL0003510158,2024-02-05,3576.0
IL0011425878,2024-02-05,493.5
IL0011722043,2024-02-05,400.8
IL0011700007,2024-02-05,93.2
IL0011733438,2024-02-05,170.2
IL0001750186,2024-02-05,10930.0
IL0010844822,2024-02-05,613.0
IL0002810146,2024-02-05,1644.0
IL0028102999,2024-02-05,100.57
IL0028103724,2024-02-05,79.65
IL0011824849,2024-02-05,505.7
IL0011774507,2024-02-05,336.0
IL0011774762,2024-02-05,95.4
IL0011295016,2024-02-05,10990.0
IL0011558785,2024-02-05,97.95
IL0011830374,2024-02-05,86.38
IL0011763468,2024-02-05,596.0
IL0004310152,2024-02-05,22590.0
IL0003410169,2024-02-05,28.7
IL0011359127,2024-02-05,111.8
IL0011695645,2024-02-05,109.18
IL0011570236,2024-02-05,107.16
IL0011348658,2024-02-05,95.43
IL0011722209,2024-02-05,99.34
IL0011683013,2024-02-05,76.71
IL0011408478,2024-02-05,112.0
IL0011973265,2024-02-05,100.12
IL0011205833,2024-02-05,137.85
IL0010977085,2024-02-05,170.7
IL0011560252,2024-02-05,97.69
IL0011510265,2024-02-05,98.01
IL0011214744,2024-02-05,537.5
IL0010807530,2024-02-05,6095.0
IL0011665523,2024-02-05,96.34
IL0011417958,2024-02-05,99.56
IL0011757775,2024-02-05,97.73
IL0011626681,2024-02-05,96.44
IL0011609851,2024-02-05,84.49
IL0011806606,2024-02-05,80.95
IL0011393449,2024-02-05,96.49
IL0011508798,2024-02-05,93.9
IL0011840761,2024-02-05,69.07
IL0011401937,2024-02-05,89.14
IL0012023326,2024-02-05,96.82
IL0011746976,2024-02-05,94.06
IL0011661803,2024-02-05,70.89
IL0011355570,2024-02-05,97.58
IL0011308488,2024-02-05,103.1
IL0011948028,2024-02-05,102.14
IL0011254005,2024-02-05,110.55
IL0010994569,2024-02-05,107.97
IL0011999757,2024-02-05,97.73
IL0012023243,2024-02-05,96.78
IL0011838138,2024-02-05,1237.0
IL0002820129,2024-02-05,2850.0
IL0011712309,2024-02-05,82.5
IL0010806888,2024-02-05,74.8
IL0011323560,2024-02-05,1091.0
IL0010809288,2024-02-05,303.5
IL0011063760,2024-02-05,462.0
IL0001740112,2024-02-05,5815.0
IL0011602906,2024-02-05,107.9
IL0011670481,2024-02-05,111.14
IL0011823858,2024-02-05,104.0
IL0011510000,2024-02-05,112.55
IL0011670309,2024-02-05,113.04
IL0011855371,2024-02-05,100.66
IL0011894974,2024-02-05,105.9
IL0010834435,2024-02-05,580.0
IL0011475030,2024-02-05,113.81
IL0012022906,2024-02-05,102.55
IL0011776254,2024-02-05,106.19
IL0011574030,2024-02-05,1277.0
IL0011575367,2024-02-05,99.33
IL0011950156,2024-02-05,1042.53
IL0012010455,2024-02-05,1011.0
IL0043401889,2024-02-05,100.15
IL0043402127,2024-02-05,93.58
IL0004340191,2024-02-05,1226.0
IL0057602448,2024-02-05,95.88
IL0057602513,2024-02-05,99.51
IL0057602695,2024-02-05,108.7
IL0057603016,2024-02-05,93.63
IL0057603271,2024-02-05,91.12
IL0005760173,2024-02-05,83430.0
IL0011199242,2024-02-05,74.0
IL0011455644,2024-02-05,110.48
IL0011455727,2024-02-05,108.06
IL0011455800,2024-02-05,97.91
IL0011750333,2024-02-05,83.72
IL0011685331,2024-02-05,7113.0
IL0011871949,2024-02-05,149.0
IL0023201747,2024-02-05,100.76
IL0023202240,2024-02-05,102.14
IL0023202323,2024-02-05,91.6
IL0002320179,2024-02-05,154.5
IL0006130343,2024-02-05,74260.0
IL0061301995,2024-02-05,102.69
IL0061302076,2024-02-05,111.18
IL0061302233,2024-02-05,111.85
IL0061302803,2024-02-05,100.86
IL0061303488,2024-02-05,98.55
IL0012029778,2024-02-05,31290.0
IL0010809858,2024-02-05,7147.0
IL0010810740,2024-02-05,6862.0
IL0011971285,2024-02-05,98.7
IL0011850570,2024-02-05,1139.0
IL0007260180,2024-02-05,1359.0
IL0011721706,2024-02-05,106.26
IL0011425126,2024-02-05,111.79
IL0011617698,2024-02-05,107.4
IL0011820540,2024-02-05,101.65
IL0012014333,2024-02-05,101.28
IL0011938383,2024-02-05,101.88
IL0011763120,2024-02-05,104.0
IL0011788622,2024-02-05,247.4
IL0011284614,2024-02-05,54.4
IL0005220111,2024-02-05,1500.0
IL0011909582,2024-02-05,100.23
IL0010941198,2024-02-05,2077.0
IL0012102021,2024-02-05,93.89
IL0011130346,2024-02-05,24.32
NL0000113652,2024-02-05,4.8
IL0011509119,2024-02-05,99.58
IL0011623530,2024-02-05,94.24
IL0011727257,2024-02-05,90.72
IL0011184475,2024-02-05,407.0
IL0012101528,2024-02-05,218.0
IL0011055352,2024-02-05,10.96
SG9999012629,2024-02-05,8830.0
IL0006210111,2024-02-05,6810.0
IL0011821878,2024-02-05,93.19
IL0011759342,2024-02-05,529.2
IL0011404097,2024-02-05,101.98
IL0007970358,2024-02-05,19010.0
IL0005430173,2024-02-05,935.2
IL0054301374,2024-02-05,102.67
IL0011731457,2024-02-05,863.2
IL0008260163,2024-02-05,2379.0
IL0001360101,2024-02-05,343.0
IL0013600726,2024-02-05,100.01
IL0011933418,2024-02-05,103.53
IL0006120104,2024-02-05,3095.0
IL0061202243,2024-02-05,109.99
IL0061202409,2024-02-05,110.94
IL0061203233,2024-02-05,110.18
IL0011915191,2024-02-05,102.75
IL0011915274,2024-02-05,102.36
IL0010912488,2024-02-05,120.3
IL0006420173,2024-02-05,5413.0
IL0064200954,2024-02-05,98.23
IL0011409468,2024-02-05,299.8
IL0011676918,2024-02-05,99.27
IL0006046119,2024-02-05,2719.0
IL0060403727,2024-02-05,110.59
IL0060404220,2024-02-05,99.6
IL0060403982,2024-02-05,111.63
IL0060406209,2024-02-05,103.5
IL0060403230,2024-02-05,100.86
IL0060404303,2024-02-05,114.4
IL0060404717,2024-02-05,109.92
IL0060405391,2024-02-05,101.68
IL0060405474,2024-02-05,96.38
IL0060406043,2024-02-05,95.23
IL0012018219,2024-02-05,100.27
IL0012018391,2024-02-05,99.4
IL0011962607,2024-02-05,1033.7
IL0012018474,2024-02-05,1006.44
IL0071902428,2024-02-05,99.98
IL0020002064,2024-02-05,77.94
IL0002000144,2024-02-05,242.0
IL0011999344,2024-02-05,8.6
IL0005730143,2024-02-05,28840.0
IL0011397168,2024-02-05,113.0
IL0011827990,2024-02-05,90.77
IL0011190803,2024-02-05,6662.0
IL0057300985,2024-02-05,98.46
IL0011905861,2024-02-05,99.09
IL0005840116,2024-02-05,1302.0
IL0011769812,2024-02-05,343.0
IL0011338915,2024-02-05,101.2
IL0011607467,2024-02-05,97.06
IL0011900995,2024-02-05,98.01
US53566P1093,2024-02-05,373.7
US5381461012,2024-02-05,954.0
IL0007530129,2024-02-05,2389.0
IL0010814395,2024-02-05,1491.0
IL0004730177,2024-02-05,177.9
IL0047301804,2024-02-05,91.6
IL0047301648,2024-02-05,116.69
IL0047303057,2024-02-05,33.0
IL0012023409,2024-02-05,104.12
IL0011982175,2024-02-05,105.99
IL0010823123,2024-02-05,3700.0
IL0001560189,2024-02-05,4717.0
IL0023800464,2024-02-05,98.99
IL0023800530,2024-02-05,94.32
IL0011067498,2024-02-05,1196.0
IL0011720062,2024-02-05,98.0
IL0011816761,2024-02-05,90.3
IL0011729725,2024-02-05,515.8
IL0011767915,2024-02-05,418.7
IL0011768095,2024-02-05,43.1
IL0004450156,2024-02-05,6866.0
IL0011896466,2024-02-05,98.79
IL0011685588,2024-02-05,750.0
IL0010910656,2024-02-05,4093.0
IL0011425043,2024-02-05,100.31
IL0011843088,2024-02-05,92.02
IL0011905291,2024-02-05,99.99
IL0011999674,2024-02-05,105.66
IL0011613481,2024-02-05,98.12
CY0100361019,2024-02-05,618.7
IL0011828980,2024-02-05,93.1
IL0011829061,2024-02-05,5.6
IL0011315236,2024-02-05,901.5
IL0011685174,2024-02-05,93.09
IL0011991242,2024-02-05,100.01
IL0011044885,2024-02-05,8218.0
IL0011386682,2024-02-05,112.92
IL0011416968,2024-02-05,112.62
IL0011476020,2024-02-05,110.67
IL0011651416,2024-02-05,99.14
IL0011783672,2024-02-05,92.2
IL0011783755,2024-02-05,93.76
IL0011969552,2024-02-05,1032.54
IL0006860147,2024-02-05,16040.0
IL0011217630,2024-02-05,122.07
IL0011613713,2024-02-05,90.42
IL0010818438,2024-02-05,1573.0
IL0012031998,2024-02-05,176.1
IL0012031816,2024-02-05,658.2
IL0032302650,2024-02-05,114.27
IL0003230146,2024-02-05,26080.0
IL0032301900,2024-02-05,113.19
IL0032302080,2024-02-05,113.86
IL0032302320,2024-02-05,114.15
IL0032302403,2024-02-05,99.72
IL0032302734,2024-02-05,111.21
IL0032303724,2024-02-05,103.87
IL0032303989,2024-02-05,105.08
IL0032304227,2024-02-05,94.98
IL0011946386,2024-02-05,105.14
IL0011784746,2024-02-05,534.2
IL0011294449,2024-02-05,817.7
IL0011708935,2024-02-05,1095.0
IL0011858839,2024-02-05,102.21
IL0011988602,2024-02-05,102.18
IL0011559288,2024-02-05,111.99
IL0011405730,2024-02-05,166.0
IL0011776585,2024-02-05,99.32
IL0011939290,2024-02-05,102.31
IL0011993222,2024-02-05,15.6
IL0056600633,2024-02-05,98.98
IL0005660183,2024-02-05,8865.0
IL0003380123,2024-02-05,1853.0
IL0011713059,2024-02-05,110.06
IL0002570146,2024-02-05,102.0
IL0011695314,2024-02-05,110.47
IL0011669749,2024-02-05,287.9
IL0011608119,2024-02-05,99.26
IL0011391955,2024-02-05,420.7
IL0011683500,2024-02-05,106.97
IL0011589558,2024-02-05,109.1
IL0011759755,2024-02-05,96.51
IL0011858342,2024-02-05,99.2
IL0011921298,2024-02-05,96.97
IL0012035049,2024-02-05,92.44
IL0004940131,2024-02-05,38.4
IL0011797532,2024-02-05,569.6
IL0011872772,2024-02-05,103.54
IL0011723371,2024-02-05,15990.0
IL0011776338,2024-02-05,95.18
IL0011843575,2024-02-05,97.27
IL0010997877,2024-02-05,178.4
IL0011392862,2024-02-05,101.33
IL0011427858,2024-02-05,96.62
IL0011560419,2024-02-05,99.38
IL0011920795,2024-02-05,101.06
IL0011975658,2024-02-05,100.84
IL0011975732,2024-02-05,100.16
IL0011829558,2024-02-05,87.14
IL0011856288,2024-02-05,97.06
IL0010811656,2024-02-05,408.7
IL0011825671,2024-02-05,56.0
IL0011675019,2024-02-05,59.2
IL0015500528,2024-02-05,109.19
IL0015501690,2024-02-05,95.26
IL0011825424,2024-02-05,50.2
IL0011825598,2024-02-05,3.0
CY0106902113,2024-02-05,8.8
IL0011051963,2024-02-05,715.9
IL0011412587,2024-02-05,105.78
IL0011431637,2024-02-05,111.57
IL0011787970,2024-02-05,107.08
IL0002260193,2024-02-05,962.0
IL0022604388,2024-02-05,102.89
IL0022604461,2024-02-05,115.51
IL0022604875,2024-02-05,115.0
IL0022604958,2024-02-05,113.97
IL0022605450,2024-02-05,113.46
IL0022605526,2024-02-05,113.16
IL0022606367,2024-02-05,91.37
IL0001270193,2024-02-05,10830.0
IL0023101673,2024-02-05,100.21
IL0023101830,2024-02-05,111.29
IL0023102176,2024-02-05,112.15
IL0023102259,2024-02-05,110.44
IL0023102820,2024-02-05,106.71
IL0023102903,2024-02-05,109.75
IL0023103810,2024-02-05,98.53
IL0023103992,2024-02-05,111.33
IL0023104495,2024-02-05,111.78
IL0023104560,2024-02-05,98.56
IL0023104644,2024-02-05,106.86
IL0023104982,2024-02-05,99.26
IL0023105484,2024-02-05,96.91
IL0023105559,2024-02-05,100.97
IL0011916751,2024-02-05,107.37
IL0011916678,2024-02-05,102.01
IL0011968075,2024-02-05,102.36
IL0012021429,2024-02-05,99.44
IL0012021593,2024-02-05,102.37
IL0011938870,2024-02-05,1046.52
IL0012021676,2024-02-05,1004.84
IL0006954379,2024-02-05,13280.0
IL0011584682,2024-02-05,105.89
IL0011584765,2024-02-05,100.3
IL0011709503,2024-02-05,580.1
IL0011703233,2024-02-05,95.23
IL0011800583,2024-02-05,93.28
IL0011868655,2024-02-05,88.89
IL0011602419,2024-02-05,94.55
IL0011841918,2024-02-05,88.0
IL0011994709,2024-02-05,100.13
IL0011359200,2024-02-05,100.13
IL0011434110,2024-02-05,94.2
IL0003450173,2024-02-05,187.5
IL0034503925,2024-02-05,113.5
IL0011946618,2024-02-05,18.0
IL0011430159,2024-02-05,97.74
IL0011673030,2024-02-05,96.2
IL0011414641,2024-02-05,856.5
IL0011843815,2024-02-05,416.3
IL0011901720,2024-02-05,103.2
IL0011846966,2024-02-05,98.01
IL0023104230,2024-02-05,112.51
IL0011716698,2024-02-05,316.2
US62844N3070,2024-02-05,160.4
IL0005440156,2024-02-05,48.5
IL0054402438,2024-02-05,5.0
IL0054402842,2024-02-05,97.08
IL0054402685,2024-02-05,94.4
IL0011395758,2024-02-05,101.42
IL0011602583,2024-02-05,94.0
IL0011987612,2024-02-05,102.52
IL0006430156,2024-02-05,1779.0
